BRC code|species|fam|famA|OrdA|NS|CS|RS|Chg|Hght|Len|P1|P2|LF1|LF2|W|Clone1|Clone2|E1|E2|C|NBI|NEur|SBI|SEur|Origin|GB|IR|CI|Tjan|Tjul|Prec|Co|Br Habitats|L|F|R|N|S|Source for max height|Comment on life form|Comment on clonality|Comment on N and S limits in Europe
0920   590|cuscuta_europaea|Cusc|Conv|Sola|N||s|0.04|2.0||a||Th||h|Stol2||7|4||0.0|60-65|0.0|<45||126.0|0.0|0.0|3.7|16.4|679.0||14|6.0|7.0|6.0|7.0|0.0|CTW (1962) - but this is diameter of heads||anomalous;  an annual forming extensive clones but not rooting|
0920   592|cymbalaria_muralis|Scro|Plan|Lami|AN|||-0.1|8.0||p||Ch||h|Node2|||||||||Eur|2059.0|619.0|14.0|3.7|15.0|990.0||3, 16, 17, 19|7.0|5.0|7.0|6.0|0.0|estimated canopy height (MOH)|||
0920   594|cynodon_dactylon|Poac|Poac|Poal||VU|r|-0.1|30.0||p||hc||h|Rhiz2|Node2|8|5||0.0|50-55|0.0|<45||2.0|0.0|0.0|6.4|15.6|1156.0||3, 5, 17|8.0|4.0|7.0|5.0|0.0|Stace (1991)|||
0920   595|cynoglossum_germanicum|Bora|Bora|Unpl|N|VU|r|-0.52|75.0||p||hc||h|0||7|3|c|1.0|50-55|0.0|<45||50.0|0.0|0.0|3.7|16.5|676.0||1|6.0|5.0|8.0|7.0|0.0|average of CTW (1962) and Stace (1997)|||
0920   596|cynoglossum_officinale|Bora|Bora|Unpl|N||n|-1.09|75.0||p||hc||h|0||7|4||0.0|60-65|0.0|<45||718.0|42.0|5.0|3.9|15.8|780.0||7, 19|8.0|4.0|8.0|6.0|1.0|average of CTW (1962) and Stace (1997)|||
0920   597|cynosurus_cristatus|Poac|Poac|Poal|N||n|0.02|75.0||p||hc||h|0gr||7|3||0.0|60-65|0.0|<45||2745.0|962.0|13.0|3.5|14.5|1103.0||5, 6|7.0|5.0|6.0|4.0|0.0|Stace (1997)|||
0920   599|cyperus_fuscus|Cype|Cype|Poal|N|VU|r|-0.32|20.0||a||Th||h|0||8|4||0.0|55-60|0.0|<45||11.0|0.0|2.0|4.4|16.6|758.0||13|9.0|8.0|5.0|4.0|0.0|Stace (1997)|||
0920   600|cyperus_longus|Cype|Cype|Poal|N||s|2.22|100.0||p||hc||h|Rhiz1||8|3||1.0|50-55|0.0|<45||33.0|0.0|12.0|5.7|16.1|943.0||11, 13|8.0|9.0|7.0|5.0|0.0|Stace (1997)|||
0920   601|cypripedium_calceolus|Orch|Orch|Aspa|N|CR|r||30.0||p||Gn||h|Rhiz1||5|6|c|0.0|>65|0.0|<45||22.0|0.0|0.0|2.2|13.9|1270.0||7|5.0|4.0|8.0|4.0|0.0|Stace (1997)||herb with creeping rhizome (CTW)|
0910   602|cystopteris_dickieana|Wood|Wood|Poly|N|VU|r||20.0||p||hc||h|0||?|?|||||||5.0|0.0|0.0|0.9|12.3|1379.0||16|5.0|7.0|8.0|2.0|0.0|Page (1997)|||Native range doubtful
0910   603|cystopteris_fragilis|Wood|Wood|Poly|N||n|-0.69|20.0||p||hc||h|0||3|6||0.0|>65|0.0|<45||1118.0|191.0|0.0|2.6|13.5|1361.0||16|6.0|7.0|8.0|4.0|0.0|Page (1997)|||
0910   604|cystopteris_montana|Wood|Wood|Poly|N||r|-0.25|15.0||p||hc||h|Rhiz2||4|6||0.0|>65|0.0|<45||22.0|0.0|0.0|-0.2|11.3|2151.0||15, 16|5.0|7.0|9.0|2.0|0.0|Page (1997)|||
0920  1822|cytisus_scoparius|Faba|Faba|Faba|N||n|0.0|200.0||p||Pn||w|0||7|3||1.0|55-60|0.0|<45||2288.0|553.0|10.0|3.4|14.6|1085.0||3|8.0|5.0|4.0|4.0|0.0|CTW (1962)|||
0920   605|daboecia_cantabrica|Eric|Eric|Eric|N||o|0.12|50.0||p||Ch|Pn|w|0||8|1||1.0|50-55|0.0|<45||0.0|33.0|0.0|4.5|14.4|1265.0||10|8.0|5.0|3.0|2.0|0.0|Stace (1997)|dwarf shrub||
0920   607|dactylis_glomerata|Poac|Poac|Poal|N||n|-0.06|120.0||p||hc||h|0gr||8|4||0.0|>65|0.0|<45||2707.0|981.0|14.0|3.6|14.5|1091.0||5, 6|7.0|5.0|7.0|6.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   608|dactylorhiza_fuchsii|Orch|Orch|Aspa|N||n|0.33|50.0||p||Gn||h|0||7|4||0.0|>65|0.0|<45||2214.0|774.0|5.0|3.5|14.7|1063.0||11|7.0|8.0|7.0|3.0|0.0|Stace (1997)|||
0920   609|dactylorhiza_incarnata|Orch|Orch|Aspa|N||n|-0.33|45.0||p||Gn||h|0||5|4||0.0|>65|0.0|<45||1189.0|331.0|3.0|3.6|14.4|1127.0||11|8.0|9.0|6.0|2.0|0.0|average of CTW (1962) & Stace (1997)|||
0920  2964|dactylorhiza_lapponica|Orch|Orch|Aspa|N||s||21.0||p||Gn||h|0||4|3|||||||18.0|0.0|0.0|3.2|12.5|1910.0||11|8.0|8.0|6.0|2.0|0.0|Sell & Murrell (1996)|||Not now regarded as specifically distinct
0920   610|dactylorhiza_maculata|Orch|Orch|Aspa|N||n|-0.42|40.0||p||Gn||h|0||5|4||0.0|>65|0.0|<45||2018.0|687.0|7.0|3.4|14.1|1221.0||12|7.0|7.0|3.0|2.0|0.0|Stace (1997)|||
0920   611|dactylorhiza_kerryensis|Orch|Orch|Aspa|N||r|-0.41|30.0||p||Gn||h|0||7|3|||||||26.0|159.0|0.0|4.7|14.4|1237.0||11|7.0|7.0|5.0|3.0|0.0|Stace (1997)|||Native range doubtful (relationship to other taxa with this name in Europe unclear)
0920   612|dactylorhiza_praetermissa|Orch|Orch|Aspa|N||n|0.84|50.0||p||Gn||h|0||7|1||0.0|55-60|0.0|45-50||1009.0|0.0|5.0|3.9|15.9|849.0||11|8.0|8.0|7.0|3.0|0.0|Stace (1997)|||
0920   613|dactylorhiza_purpurella|Orch|Orch|Aspa|N||n|0.47|25.0||p||Gn||h|0||4|1||0.0|60-65|1.0|50-55||1202.0|151.0|0.0|3.1|13.5|1244.0||11|8.0|8.0|7.0|2.0|1.0|Stace (1997)|||
0920   614|dactylorhiza_traunsteinerioides|Orch|Orch|Aspa|N||s|0.78|30.0||p||Gn||h|0||5|4|||||||74.0|40.0|0.0|3.9|14.9|978.0||11|8.0|8.0|7.0|2.0|0.0|Stace (1997)|||Now regarded as endemic D. traunsteinerioides
0920   615|damasonium_alisma|Alis|Alis|Alis|N|EN|r|-0.52|30.0||a||Hz||h|0||9|1||1.0|50-55|0.0|<45||54.0|0.0|0.0|3.9|16.5|707.0||13|8.0|10.0|5.0|3.0|0.0|Stace (1997)|||
0920  1915|danthonia_decumbens|Poac|Poac|Poal|N||n|-0.4|40.0||p||hc||h|0gr||7|3||0.0|60-65|0.0|<45||2368.0|814.0|11.0|3.5|14.3|1160.0||7, 8|7.0|6.0|4.0|2.0|0.0|Stace (1997)|||
0920   617|daphne_laureola|Thym|Thym|Malv|N||n|0.1|100.0||p||Pn||w|0||9|2||1.0|50-55|0.0|<45||844.0|0.0|6.0|3.7|16.0|760.0||1|4.0|5.0|7.0|5.0|0.0|CTW (1962)|||
0920   618|daphne_mezereum|Thym|Thym|Malv|||s|-0.06|100.0||p||Pn||w|0||5|4||0.0|>65|0.0|<45||110.0|0.0|0.0|3.5|15.8|890.0||1|4.0|5.0|7.0|6.0|0.0|CTW (1962)|||
0920   619|datura_stramonium|Sola|Sola|Sola|AN|||-0.71|100.0||a||Th||h|0|||||||||Am?|801.0|7.0|11.0|3.9|15.9|796.0||17|8.0|4.0|7.0|8.0|1.0|CTW (1962)|||
0920  5474|daucus_carota|Apia|Apia|Apia|N||n|-0.59|100.0||b||hc||h|0||8|4||0.0|60-65|0.0|<45||1845.0|797.0|14.0|4.0|15.0|989.0||6, 7|8.0|4.0|7.0|3.0|2.0|CTW (1962)|||
0920  5475|daucus_carota_subsp.sativus|Apia|Apia|Apia|AC||||120.0||b||hc||h|0|||||||||Crop|39.0|1.0|1.0|3.6|14.7|913.0||17|7.0|5.0|7.0|8.0|0.0|subsp. carota + 20 cm|||
0920   627|deschampsia_cespitosa|Poac|Poac|Poal|N||n|-0.09|150.0||p||hc||h|0gr|DRi|3|6||0.0|>65|0.0|<45||2684.0|837.0|3.0|3.5|14.4|1099.0||1, 6|6.0|6.0|5.0|4.0|0.0|Stace (1991)|||
0920   628|deschampsia_flexuosa|Poac|Poac|Poal|N||n|-0.22|60.0||p||hc||h|0gr||5|3||0.0|>65|0.0|<45||2298.0|440.0|3.0|3.2|14.1|1177.0||8, 10|6.0|5.0|2.0|3.0|0.0|Stace (1991)|||
0920   629|deschampsia_setacea|Poac|Poac|Poal|N||s|-0.04|70.0||p||hc||h|0gr||7|1||1.0|60-65|0.0|<45||125.0|11.0|0.0|3.5|13.6|1211.0||12, 13|8.0|9.0|2.0|1.0|0.0|Stace (1997)|||
0920   630|descurainia_sophia|Bras|Bras|Bras|AR|||-0.29|100.0||a||Th||h|0||7|4|||||||636.0|31.0|1.0|3.6|15.6|738.0||4|8.0|4.0|7.0|6.0|0.0|Rich (1991)|||
0920   631|dianthus_armeria|Cary|Cary|Cary|N|VU|s|-1.31|60.0||a||Th||h|0||7|3||0.0|55-60|0.0|<45||206.0|2.0|8.0|4.2|16.2|805.0||3, 16|8.0|5.0|5.0|3.0|0.0|Stace (1997)|||
0920   635|dianthus_deltoides|Cary|Cary|Cary|N||s|-0.41|37.0||p||Ch||sw|0||5|4|c|0.0|>65|0.0|<45||223.0|0.0|1.0|3.1|15.0|797.0||7|8.0|3.0|5.0|2.0|0.0|average of Butcher (1961) and CTW (1962)|Definitely a chamaephyte;  the overwintering bits are down below||
0920   637|dianthus_gratianopolitanus|Cary|Cary|Cary|N|VU|r|0.19|20.0||p||Ch||sw|0||7|3|c|0.0|50-55|0.0|<45||2.0|0.0|0.0|3.8|15.9|979.0||16|9.0|2.0|7.0|1.0|0.0|Stace (1997)|||
0920   639|diapensia_lapponica|Diap|Diap|Eric|N|VU|r||6.0||p||Ch||w|0||1|6||0.0|>65|1.0|55-60||1.0|0.0|0.0|1.8|11.7|2845.0||15|9.0|3.0|4.0|1.0|0.0|Stace (1997)|||
0920   640|digitalis_purpurea|Scro|Plan|Lami|N||n|0.72|150.0||b||hc||h|0||8|2||0.0|>65|0.0|<45||2555.0|797.0|13.0|3.5|14.5|1120.0||8, 9|6.0|6.0|4.0|5.0|0.0|CTW (1962)|||
0920   641|digitaria_ischaemum|Poac|Poac|Poal|AN||||35.0||a||Th||h|0|||||||||Eur, As|26.0|0.0|0.0|4.3|16.3|777.0||3, 4, 17|7.0|4.0|5.0|5.0|0.0|Stace (1997)|||
0920   642|digitaria_sanguinalis|Poac|Poac|Poal|AN||||50.0||a||Th||h|0|||||||||Eur|147.0|1.0|10.0|4.3|16.2|783.0||3, 4, 17|7.0|4.0|5.0|5.0|0.0|Stace (1997)|||
0910  1213|diphasiastrum_alpinum|Lyco|Lyco|Lyco|N||n|-0.51|10.0||p||Ch||sw|Rhiz2||1|6||0.0|>65|0.0|<45||539.0|49.0|0.0|1.9|12.4|1686.0||15|7.0|5.0|2.0|2.0|0.0|Hutchinson & Thomas (1996)|||
0910  2277|diphasiastrum_complanatum|Lyco|Lyco|Lyco|N||r||8.0||p||Ch||sw|Rhiz2||4|6|c|0.0|>65|0.0|<45||10.0|0.0|0.0|1.0|12.5|1465.0||10|6.0|4.0|1.0|2.0|0.0|Page (1997)|||
0920   644|diplotaxis_muralis|Bras|Bras|Bras|AN|||-0.37|60.0||a||Th||h|0|||||||||Eur|943.0|59.0|11.0|4.0|15.8|810.0||3, 4, 16, 17|8.0|4.0|7.0|6.0|1.0|Rich (1991)|||
0920   645|diplotaxis_tenuifolia|Bras|Bras|Bras|AR|||-0.13|80.0||p||Ch|hc|h|0||7|3|||||||585.0|2.0|13.0|3.9|15.9|790.0||3, 16, 17|8.0|5.0|7.0|6.0|1.0|Rich (1991)|genuinely intermediate||
0920   646.1|dipsacus_fullonum|Dips|Dips|Dips|||n||200.0||b||hc||h|0||7|3||1.0|55-60|0.0|<45||1626.0|150.0|12.0|3.8|15.6|863.0||3, 6, 17|8.0|7.0|7.0|7.0|0.0|Stace (1997)|||
0920   646|dipsacus_fullonum_sens.lat.|Dips|Dips|Dips|||n|0.82|200.0||b||hc||h|0||7|3|||||||1626.0|150.0|12.0|3.8|15.6|863.0||3, 6, 17|8.0|7.0|7.0|7.0|0.0|Stace (1997)|||
0920   647|dipsacus_pilosus|Dips|Dips|Dips|N||n|0.06|150.0||b||hc||h|0||7|3||0.0|55-60|0.0|<45||424.0|0.0|0.0|3.6|16.0|729.0||1, 3, 16|7.0|6.0|8.0|7.0|0.0|Stace (1997)|||
0920  2387|disphyma_crassifolium|Aizo|Aizo|Cary|AN||||9.0||p||Ch||sw|Node2|||||||||SAf, Aus?|20.0|0.0|3.0|6.0|16.1|898.0|Co|3, 18, 19|9.0|3.0|4.0|5.0|3.0|Preston & Sell (1989) - leaf length plus extra to allow canopy height|||
0920   648|doronicum_pardalianches|Aste|Aste|Aste|AN|||0.89|80.0||p||hc||h|Rhiz1|||||||||Eur|882.0|14.0|0.0|3.1|14.8|921.0||1, 3|4.0|5.0|6.0|5.0|0.0|Stace (1991)|||
0920   650|draba_aizoides|Bras|Bras|Bras|N||r||10.0||p||Ch||h|0||9|3||1.0|50-55|0.0|<45||2.0|0.0|0.0|5.2|15.9|1191.0||16|8.0|4.0|9.0|3.0|0.0|Rich (1991)|||
0920   651|draba_incana|Bras|Bras|Bras|N||n|-0.75|35.0||b||hc||h|0||2|3||0.0|>65|0.0|<45||225.0|29.0|0.0|2.3|12.5|1584.0||7, 16|8.0|5.0|7.0|2.0|0.0|Rich (1991)|CTW treat as a chamaephyte, but its basic behaviour is as a typical biennial semi-rosette plant.||
0920   652|draba_muralis|Bras|Bras|Bras|N||s|-0.17|50.0||a||Th||h|0||7|3||0.0|60-65|0.0|<45||41.0|0.0|0.0|2.4|14.4|1151.0||3, 16|7.0|6.0|7.0|6.0|0.0|Rich (1991)|||
0920   653|draba_norvegica|Bras|Bras|Bras|N||s|0.0|5.0||p||Ch||h|0||1|3||0.0|>65|0.0|45-50||33.0|0.0|0.0|0.6|11.2|2311.0||15, 16|8.0|5.0|7.0|3.0|0.0|Rich (1991)|||
0920   654|drosera_longifolia|Dros|Dros|Cary|N||n|-0.85|13.0||p||hc||h|0||4|6||0.0|>65|0.0|<45||601.0|292.0|0.0|3.2|13.4|1422.0||11, 12|8.0|9.0|2.0|1.0|0.0|Stace (1991) - leaf length|||
0920   655|drosera_intermedia|Dros|Dros|Cary|N||n|-0.5|5.0||p||hc||h|0||7|2||0.0|60-65|0.0|<45||508.0|198.0|0.0|3.7|14.1|1337.0||12, 14|8.0|9.0|2.0|1.0|0.0|Stace (1991) - leaf length|||
0920   657|drosera_rotundifolia|Dros|Dros|Cary|N||n|-0.56|5.0||p||hc||h|0||5|6||0.0|>65|0.0|<45||1736.0|687.0|2.0|3.3|13.9|1269.0||12|8.0|9.0|2.0|1.0|0.0|Stace (1991) - leaf length|||
0920   658|dryas_octopetala|Rosa|Rosa|Rosa|N||s|-0.35|10.0||p||Ch||w|Node2||1|6||0.0|>65|0.0|<45||99.0|25.0|0.0|2.1|12.4|1734.0||7, 16|8.0|4.0|7.0|2.0|0.0|Aeschimann & Burdet (1994) - canopy height|||
0910   660|dryopteris_aemula|Dryo|Dryo|Poly|N||n|-0.04|60.0||p||hc||h|0||7|0||1.0|55-60|0.0|<45||436.0|383.0|0.0|4.2|14.1|1373.0||1, 16|5.0|6.0|2.0|3.0|0.0|Page (1997)|||
0910   662|dryopteris_affinis|Dryo|Dryo|Poly|N||n|2.44|80.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2272.0|786.0|12.0|3.5|14.3|1160.0||1, 16|5.0|6.0|5.0|5.0|0.0|Page (1997)|||
0910   666|dryopteris_carthusiana|Dryo|Dryo|Poly|N||n|1.06|80.0||p||hc||h|0|Rhiz1|5|4||0.0|>65|0.0|<45||1623.0|313.0|0.0|3.3|14.6|1075.0||1|6.0|8.0|5.0|4.0|0.0|Page (1997)||Indicated by CTW as shortly creeping;  but more normally a single plant|
0910   663|dryopteris_cristata|Dryo|Dryo|Poly|N||r|-0.68|60.0||p||hc||h|0||7|4|c|0.0|60-65|0.0|<45||31.0|0.0|0.0|3.6|15.9|659.0||11|6.0|9.0|4.0|4.0|0.0|Page (1997)|||
0910   661|dryopteris_dilatata|Dryo|Dryo|Poly|N||n|1.32|150.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2689.0|932.0|11.0|3.5|14.4|1114.0||1, 2|5.0|6.0|4.0|5.0|0.0|Hutchinson & Thomas (1996)|||
0910  2274|dryopteris_expansa|Dryo|Dryo|Poly|N||n||80.0||p||hc||h|0||4|6||0.0|>65|0.0|<45||247.0|0.0|0.0|1.7|12.0|1772.0||1, 15, 16|7.0|6.0|3.0|2.0|0.0|Page (1997)|||
0910   665|dryopteris_filix_mas|Dryo|Dryo|Poly|N||n||120.0||p||hc||h|0||7|6||0.0|>65|0.0|<45||2650.0|928.0|13.0|3.5|14.5|1096.0||1, 2|5.0|6.0|5.0|5.0|0.0|Page (1997)|||
0910   664|dryopteris_filix_mas_agg.|Dryo|Dryo|Poly|N||n|0.03|120.0||p||hc||h|0||5|6|||||||2650.0|928.0|13.0|3.5|14.5|1096.0||1, 2|5.0|6.0|5.0|5.0|0.0|Page (1997)|||
0910   659|dryopteris_oreades|Dryo|Dryo|Poly|N||n|0.24|50.0||p||hc||h|0||4|2||1.0|55-60|0.0|<45||308.0|5.0|0.0|1.9|12.6|1810.0||15, 16|7.0|5.0|2.0|2.0|0.0|Page (1997)|||
0910  2499|dryopteris_remota|Dryo|Dryo|Poly|N||x||80.0||p||hc||h|0||4|3||1.0|55-60|0.0|<45||1.0|1.0|0.0|2.7|13.4|1998.0||1, 2|6.0|6.0|4.0|4.0|0.0|Intermediate btw aff & expansa|||
0910   667|dryopteris_submontana|Dryo|Dryo|Poly|N||s|0.1|60.0||p||hc||h|0||9|3||1.0|55-60|0.0|<45||33.0|0.0|0.0|2.1|13.7|1527.0||16|8.0|5.0|9.0|3.0|0.0|Page (1997)|||
0920   668|echinochloa_crus_galli|Poac|Poac|Poal|AN|||0.75|120.0||a||Th||h|0|||||||||NHem|370.0|4.0|10.0|4.0|16.0|785.0||17|6.0|5.0|7.0|8.0|0.0|Stace (1997)|||
0920   669|echium_plantagineum|Bora|Bora|Unpl|AR|EN||0.36|67.0||b||hc||h|0||9|1|||||||79.0|0.0|7.0|4.7|15.9|848.0||4|9.0|3.0|5.0|5.0|0.0|average of CTW (1962) and Stace (1997)|||
0920   670|echium_vulgare|Bora|Bora|Unpl|N||n|-0.24|90.0||b||hc||h|0||7|4||0.0|60-65|0.0|<45||1066.0|41.0|9.0|3.8|15.6|822.0||7|8.0|4.0|7.0|4.0|1.0|CTW (1962)|||
0920   671|elatine_hexandra|Elat|Elat|Malp|N||n|1.07|5.0|10.0|a|p|Hz|Hy|h|0|Node1|7|3||0.0|60-65|0.0|<45||212.0|79.0|3.0|3.7|14.2|1365.0||13|7.0|10.0|5.0|4.0|0.0|Stace (1991) - terrestrial height estimated as half the stem length|According to Stace (1991) it can live for several years submerged without flowering||
0920   672|elatine_hydropiper|Elat|Elat|Malp|N||s|0.66|5.0|10.0|a||Hz||h|0|Node1|5|4|c|0.0|>65|0.0|<45||33.0|19.0|0.0|3.6|14.7|1072.0||13|7.0|10.0|5.0|5.0|0.0|Stace (1991) - terrestrial height estimated as half the stem length|Can grow on mud as well as under water||
0920   673|eleocharis_acicularis|Cype|Cype|Poal|N||n|-0.11|10.0||p||Hy|hc|h|Rhiz2||5|6||0.0|>65|0.0|<45||366.0|89.0|1.0|3.6|15.2|924.0||13, 14|7.0|10.0|7.0|5.0|1.0|Stace (1997)|||
0920  2267|eleocharis_mamillata_subsp_austriaca|Cype|Cype|Poal|N||r||60.0||p||hc||h|Rhiz2||4|3||0.0|>65|0.0|<45||14.0|0.0|0.0|1.4|13.2|1348.0||13, 14|8.0|9.0|5.0|5.0|0.0|as E. palustris|||
0920   674|eleocharis_multicaulis|Cype|Cype|Poal|N||n|0.47|35.0||p||hc||h|0gr||7|2||0.0|60-65|0.0|<45||962.0|330.0|7.0|3.7|14.0|1348.0||11, 12, 13|8.0|9.0|4.0|1.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   675|eleocharis_palustris|Cype|Cype|Poal|N||n|0.91|60.0||p||Hy|hc|h|Rhiz2||6|5||0.0|>65|0.0|<45||2577.0|756.0|10.0|3.5|14.5|1098.0||11|8.0|10.0|6.0|4.0|1.0|"CTW (1962);  Stace (1997) says ""to 75 cm, often much less"""|||
0920   676|eleocharis_parvula|Cype|Cype|Poal|N|VU|r|0.0|8.0||p||hc||h|Rhiz2||7|3||0.0|60-65|0.0|<45||15.0|5.0|0.0|4.6|15.3|1130.0|Co|21|6.0|9.0|7.0|5.0|3.0|Stace (1997)|||
0920   677|eleocharis_quinqueflora|Cype|Cype|Poal|N||n|0.02|30.0||p||hc||h|Rhiz1||5|3||0.0|>65|0.0|<45||1236.0|267.0|4.0|3.1|13.5|1323.0||11|9.0|9.0|7.0|2.0|0.0|Stace (1997)|||
0920   678|eleocharis_uniglumis|Cype|Cype|Poal|N||n|0.6|60.0||p||hc||h|Rhiz2||7|6||0.0|>65|0.0|<45||574.0|95.0|2.0|4.0|14.4|1182.0||11|8.0|9.0|7.0|4.0|3.0|as E. palustris|||
0920   679|eleogiton_fluitans|Cype|Cype|Poal|N||n|0.37||45.0|p||Hy||h|Irreg||8|1||1.0|60-65|0.0|<45||889.0|286.0|3.0|3.7|14.2|1259.0||11|8.0|11.0|4.0|2.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   681|elodea_canadensis|Hydr|Hydr|Alis|AN|||0.37||300.0|p||Hy||h|Irreg|||||||||Am|1696.0|424.0|3.0|3.6|15.1|936.0||13, 14|7.0|12.0|7.0|6.0|0.0|Stace (1997)|||
0920   997|elodea_nuttallii|Hydr|Hydr|Alis|AN|||||300.0|p||Hy||h|Irreg|||||||||Am|808.0|15.0|3.0|3.7|15.8|836.0||13, 14|6.0|12.0|7.0|7.0|1.0|Stace (1997)|||
0920  7006|elymus_caninus|Poac|Poac|Poal|N||n|0.27|110.0||p||hc||h|0gr||5|4||0.0|>65|0.0|<45||1669.0|122.0|0.0|3.3|14.9|981.0||1, 3|7.0|6.0|7.0|8.0|0.0|average of CTW (1962) & Stace (1997)|||
0920    32|elytrigia_atherica|Poac|Poac|Poal|N||n|0.32|105.0||p||hc||h|Rhiz2||8|3||0.0|55-60|0.0|<45||370.0|41.0|8.0|4.6|15.9|863.0|Co|19, 21|9.0|6.0|7.0|6.0|4.0|average of CTW (1962) & Stace (1997)|||
0920    28|elytrigia_juncea|Poac|Poac|Poal|N||n|-0.28|55.0||p||hc||h|Rhiz2||8|3||0.0|60-65|0.0|<45||572.0|180.0|9.0|4.4|14.5|1050.0|Co|19|9.0|5.0|7.0|6.0|3.0|average of CTW (1962) & Stace (1997)|||
0920    33|elytrigia_repens|Poac|Poac|Poal|N||n|-0.01|125.0||p||hc||h|Rhiz2||6|4||0.0|>65|0.0|<45||2530.0|837.0|13.0|3.6|14.6|1046.0||3, 4, 19|7.0|5.0|7.0|7.0|2.0|average of CTW (1962) & Stace (1997)|||
0920   684|empetrum_nigrum|Empe|Eric|Eric|N||n|-0.29|30.0||p||Ch||w|Node2||2|6||0.0|>65|0.0|<45||1359.0|236.0|0.0|2.7|13.2|1381.0||10, 12, 15|7.0|6.0|2.0|1.0|0.0|estimated canopy height (MOH)|dwarf shrub||
0920   690|epilobium_alsinifolium|Onag|Onag|Myrt|N||n|-0.41|20.0||p||hc||h|Rhiz1||1|3||0.0|>65|0.0|<45||218.0|1.0|0.0|1.0|11.9|1832.0||11, 16|8.0|9.0|6.0|4.0|0.0|Stace (1997)|||
0920   691|epilobium_anagallidifolium|Onag|Onag|Myrt|N||n|-0.76|10.0||p||hc||h|Stol1||1|6||0.0|>65|0.0|<45||236.0|0.0|0.0|0.9|11.6|1880.0||11, 15|8.0|8.0|6.0|3.0|0.0|CTW (1962)|||
0920   699|epilobium_brunnescens|Onag|Onag|Myrt|AN|||1.42|4.0||p||hc|Ch|h|Node2|||||||||NZ|1226.0|423.0|2.0|3.0|13.6|1357.0||14, 15, 16|7.0|8.0|4.0|3.0|0.0|estimated canopy height (MOH)|hemi (CTW (1962);  cf. Anagallis tenella||
0920   688|epilobium_ciliatum|Onag|Onag|Myrt|AN|||3.88|75.0||p||hc||h|0|||||||||Am|2005.0|400.0|9.0|3.7|15.0|972.0||3, 4, 17|7.0|6.0|6.0|6.0|0.0|Stace (1991)||Produces short leafy stolons for perennation, but not spreading (CPE)|
0920   692|epilobium_hirsutum|Onag|Onag|Myrt|N||n|0.12|150.0||p||hc||h|Rhiz2||8|5||0.0|55-60|0.0|<45||2036.0|795.0|12.0|3.8|15.0|971.0||11, 14|7.0|8.0|7.0|7.0|0.0|CTW (1962)|||
0920   694|epilobium_lanceolatum|Onag|Onag|Myrt|N||n|0.07|60.0||p||hc||h|0||9|2||1.0|50-55|0.0|<45||371.0|0.0|12.0|4.4|16.0|937.0||3, 16, 17|7.0|5.0|6.0|5.0|0.0|Stace (1997)|||
0920   695|epilobium_montanum|Onag|Onag|Myrt|N||n|-0.39|75.0||p||hc||h|0||7|3||0.0|>65|0.0|<45||2630.0|894.0|10.0|3.5|14.5|1091.0||3, 16, 17|6.0|6.0|6.0|6.0|0.0|Stace (1991)|||
0920   696|epilobium_obscurum|Onag|Onag|Myrt|N||n|0.38|75.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2347.0|758.0|8.0|3.5|14.5|1104.0||11, 14|6.0|8.0|5.0|5.0|0.0|Stace (1997)|||
0920   697|epilobium_palustre|Onag|Onag|Myrt|N||n|-0.18|60.0||p||hc||h|Rhiz1||5|6||0.0|>65|0.0|<45||2417.0|812.0|3.0|3.4|14.3|1146.0||11, 14|7.0|8.0|5.0|3.0|0.0|Stace (1991)||Rhizomes produce shoots often more than 10 cm from parent|
0920   698|epilobium_parviflorum|Onag|Onag|Myrt|N||n|-0.41|75.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2070.0|824.0|11.0|3.8|14.9|996.0||11|7.0|9.0|7.0|5.0|0.0|Stace (1991)||Short overwintering stolons produce new shoots close to base of stem (CPE)|
0920   700|epilobium_roseum|Onag|Onag|Myrt|N||n|-0.25|75.0||p||hc||h|0||7|4||0.0|60-65|0.0|<45||937.0|24.0|0.0|3.6|15.5|893.0||1, 3, 14, 17|6.0|8.0|7.0|7.0|0.0|Stace (1997)|||
0920  7292|epilobium_tetragonum|Onag|Onag|Myrt|N||n|1.66|75.0||p||hc||h|0||7|4||0.0|60-65|0.0|<45||1171.0|0.0|7.0|3.9|15.9|834.0||3, 17|6.0|7.0|5.0|5.0|0.0|Stace (1997)|||
0920   702|epipactis_atrorubens|Orch|Orch|Aspa|N||s|0.16|30.0||p||Gn||h|0||5|4||0.0|>65|0.0|<45||60.0|13.0|0.0|3.0|13.8|1328.0||16|7.0|4.0|8.0|1.0|0.0|Stace (1997)|||
0920   705|epipactis_helleborine|Orch|Orch|Aspa|N||n|0.08|80.0||p||Gn||h|0||7|5||0.0|>65|0.0|<45||1218.0|161.0|0.0|3.6|15.3|946.0||1, 7|4.0|5.0|7.0|4.0|0.0|Stace (1997)|||
