BRC code|species|fam|famA|OrdA|NS|CS|RS|Chg|Hght|Len|P1|P2|LF1|LF2|W|Clone1|Clone2|E1|E2|C|NBI|NEur|SBI|SEur|Origin|GB|IR|CI|Tjan|Tjul|Prec|Co|Br Habitats|L|F|R|N|S|Source for max height|Comment on life form|Comment on clonality|Comment on N and S limits in Europe
0920  1038|iris_pseudacorus|Irid|Irid|Aspa|N||n|0.16|150.0||p||Gn|Hy|h|Rhiz2||8|3||0.0|>65|0.0|<45||2563.0|959.0|10.0|3.7|14.6|1081.0||11|7.0|9.0|6.0|6.0|1.0|Stace (1997)|||
0920  1041|isatis_tinctoria|Bras|Bras|Bras|AR|||1.08|150.0||b|p|hc||h|0|||||||||Eur, As|102.0|2.0|1.0|3.8|16.0|733.0||3, 16|8.0|3.0|8.0|3.0|0.0|Rich (1991)|||
0910  1043|isoetes_echinospora|Isoe|Isoe|Isoe|N||n|0.65||15.0|p||Hy||h|0||4|6||0.0|>65|0.0|<45||178.0|32.0|0.0|3.2|13.0|1613.0||13|7.0|12.0|5.0|2.0|0.0|Page (1997)|||
0910  1044|isoetes_histrix|Isoe|Isoe|Isoe|N||r||4.0||p||hc||h|0||9|1||1.0|50-55|0.0|<45||3.0|0.0|5.0|6.6|16.2|829.0||16|8.0|7.0|5.0|1.0|0.0|Page (1997)|||
0910  1045|isoetes_lacustris|Isoe|Isoe|Isoe|N||n|0.95||25.0|p||Hy||h|0||4|4||0.0|>65|0.0|<45||522.0|147.0|0.0|2.8|12.9|1660.0||13|7.0|12.0|4.0|1.0|0.0|Page (1997)|||
0920  1046|isolepis_cernua|Cype|Cype|Poal|N||n|0.23|15.0||a|p|Th|hc|h|0||9|1||1.0|55-60|0.0|<45||242.0|215.0|10.0|4.8|14.8|1181.0||11|8.0|8.0|5.0|3.0|0.0|Stace (1997)|Chris Preston doubts whether normally annual||
0920  1047|isolepis_setacea|Cype|Cype|Poal|N||n|0.53|15.0||a|p|Th|hc|h|0||7|4||1.0|60-65|0.0|<45||2038.0|638.0|10.0|3.5|14.4|1149.0||11, 14|7.0|9.0|5.0|3.0|0.0|Stace (1997)|Chris Preston doubts whether normally annual||
0920  1048|jasione_montana|Camp|Camp|Aste|N||n|-1.08|50.0||b||hc||h|0||7|3||0.0|60-65|0.0|<45||1076.0|420.0|14.0|4.0|14.8|1152.0||8, 10|7.0|4.0|4.0|2.0|0.0|Stace (1997)|||
0920  1049|juglans_regia|Jugl|Jugl|Faga|AN||||2400.0||p||Ph||w|0|||||||||Eur?, As1?|803.0|11.0|3.0|3.7|15.9|779.0||1, 3|6.0|4.0|8.0|7.0|0.0|Stace (1991)|||
0920  1050|juncus_acutiflorus|Junc|Junc|Poal|N||n|1.16|100.0||p||hc||h|Rhiz2||7|3||0.0|60-65|0.0|<45||2498.0|845.0|11.0|3.5|14.5|1115.0||11|8.0|8.0|4.0|2.0|0.0|Stace (1991)|||
0920  1052|juncus_acutus|Junc|Junc|Poal|N||s|0.01|150.0||p||hc||h|0gr||9|1||1.0|50-55|0.0|<45||41.0|28.0|12.0|5.4|15.7|1031.0|Co|19|9.0|8.0|7.0|3.0|3.0|CTW (1962)|||
0920  1053|juncus_alpinoarticulatus|Junc|Junc|Poal|N||s|-0.12|30.0||p||hc||h|Rhiz1||4|6||0.0|>65|0.0|<45||53.0|0.0|0.0|0.7|12.1|1477.0||11|9.0|9.0|7.0|2.0|0.0|CTW (1962)|||
0920  1057.1|juncus_ranarius|Junc|Junc|Poal|N||n||17.0||a||Th||h|0||8|3||0.0|>65|0.0|<45||175.0|50.0|1.0|4.4|14.9|999.0|Co|19, 21|9.0|8.0|7.0|5.0|4.0|Stace (1991)|||
0920  1054|juncus_articulatus|Junc|Junc|Poal|N||n|1.26|60.0||p||hc||h|Rhiz2||8|4||0.0|>65|0.0|<45||2740.0|956.0|11.0|3.5|14.4|1108.0||11|8.0|9.0|6.0|3.0|1.0|Stace (1991) - 'often much less than 80'|||
0920  1055|juncus_balticus|Junc|Junc|Poal|N||s|-0.34|45.0||p||Gn||h|Rhiz2||2|6||0.0|>65|0.0|50-55||92.0|0.0|0.0|3.3|13.1|1012.0|Co|19|8.0|8.0|5.0|2.0|1.0|CTW (1962)|||
0920  1056|juncus_biglumis|Junc|Junc|Poal|N||s|-0.17|12.0||p||hc||h|0gr||1|6||0.0|>65|0.0|45-50||37.0|0.0|0.0|0.5|11.4|2194.0||11, 15|9.0|9.0|8.0|2.0|0.0|Stace (1991)|||
0920  1057.2|juncus_bufonius|Junc|Junc|Poal|N||n||25.0||a||Th||h|0||6|6||0.0|>65|0.0|<45||1986.0|724.0|3.0|3.6|14.6|1102.0||3, 11, 13, 14|7.0|7.0|6.0|5.0|1.0|CTW (1962)|||
0920  1057|juncus_bufonius_sens.lat.|Junc|Junc|Poal|N||n|1.13|25.0||a||Th||h|0||6|6|||||||2736.0|937.0|14.0|3.5|14.5|1105.0||3, 11, 13, 14|7.0|7.0|6.0|5.0|1.0|CTW (1962)|||
0920  1058|juncus_bulbosus|Junc|Junc|Poal|N||n|0.34|30.0|90.0|p||hc|Hy|h|Node2|Irreg|5|3||0.0|>65|0.0|<45||2250.0|827.0|8.0|3.5|14.2|1180.0||14|7.0|10.0|4.0|2.0|0.0|Stace (1991);  submerged length estimated as 3 times terrestrial|When not submerged, it is a winter-green hemicryptophyte.|Also (3rd form of clonality) by proliferous inflorescens|
0920  1060|juncus_capitatus|Junc|Junc|Poal|N||r||5.0||a||Th||h|0||8|3||0.0|60-65|0.0|<45||12.0|0.0|10.0|6.3|16.1|889.0||10|8.0|6.0|5.0|1.0|0.0|Stace (1991)|||
0920  1061|juncus_castaneus|Junc|Junc|Poal|N||s|-0.4|30.0||p||hc||h|Rhiz2||1|6||0.0|>65|0.0|45-50||44.0|0.0|0.0|0.1|11.2|2291.0||15|8.0|8.0|7.0|3.0|0.0|Stace (1991)|||
0920  1062|juncus_compressus|Junc|Junc|Poal|N||n|-1.09|30.0||p||Gn||h|Rhiz1||7|4||0.0|60-65|0.0|<45||430.0|4.0|1.0|3.6|15.9|746.0||6, 11|8.0|8.0|7.0|5.0|1.0|CTW (1962)|||
0920  1063|juncus_conglomeratus|Junc|Junc|Poal|N||n|0.84|100.0||p||hc||h|0gr||7|3||0.0|>65|0.0|<45||2622.0|798.0|4.0|3.5|14.4|1117.0||11|7.0|7.0|4.0|3.0|0.0|Stace (1991)|||
0920  1067|juncus_effusus|Junc|Junc|Poal|N||n|1.06|120.0||p||hc||h|0gr||8|3||0.0|60-65|0.0|<45||2753.0|974.0|13.0|3.5|14.4|1108.0||8, 11|7.0|7.0|4.0|4.0|0.0|Stace (1991)|||
0920  1068|juncus_filiformis|Junc|Junc|Poal|N||s|0.79|30.0||p||hc||h|0gr||4|6||0.0|>65|0.0|<45||32.0|0.0|0.0|2.3|13.6|1530.0||13|7.0|9.0|6.0|4.0|0.0|CTW (1962)|||
0920  1057.3|juncus_foliosus|Junc|Junc|Poal|N||n||25.0||a||Th||h|0||8|2||1.0|55-60|0.0|<45||218.0|88.0|2.0|4.3|14.7|1241.0||11, 13|8.0|8.0|6.0|6.0|0.0|Same as J. bufonius|||
0920  1069|juncus_gerardii|Junc|Junc|Poal|N||n|-0.13|30.0||p||hc||h|Rhiz2||6|6||0.0|>65|0.0|<45||919.0|271.0|11.0|4.2|14.4|1174.0|Co|21|8.0|7.0|7.0|6.0|3.0|CTW (1962)|||
0920  1070|juncus_inflexus|Junc|Junc|Poal|N||n|0.04|90.0||p||hc||h|0gr||8|4||1.0|55-60|0.0|<45||1758.0|631.0|9.0|3.8|15.2|925.0||6, 11|7.0|7.0|7.0|5.0|1.0|average of CTW (1962) and Stace (1997)|||
0920  1072|juncus_maritimus|Junc|Junc|Poal|N||n|-0.26|100.0||p||Gn||h|0gr||8|3||1.0|55-60|0.0|<45||390.0|196.0|11.0|4.7|15.1|1081.0|Co|21|8.0|8.0|8.0|5.0|5.0|Stace (1991)|||
0920  1073|juncus_pygmaeus|Junc|Junc|Poal|N|EN|r||8.0||a||Th||h|0||9|1||0.0|55-60|0.0|<45||4.0|0.0|0.0|6.7|15.9|965.0||3|9.0|7.0|4.0|2.0|0.0|Stace (1991)|||
0920  1075|juncus_squarrosus|Junc|Junc|Poal|N||n||30.0||p||hc||h|0gr||7|2||0.0|>65|0.0|<45||1849.0|484.0|0.0|3.1|13.8|1254.0||8, 12|7.0|7.0|2.0|2.0|0.0|CTW (1962)|||
0920  1076|juncus_subnodulosus|Junc|Junc|Poal|N||n|0.15|120.0||p||hc||h|Rhiz1||8|3||0.0|55-60|0.0|<45||680.0|224.0|2.0|3.9|15.5|838.0||11|8.0|9.0|8.0|4.0|0.0|Stace (1991)|||
0920  1077|juncus_tenuis|Junc|Junc|Poal|AN|||0.83|40.0||p||hc||h|0gr|||||||||Am, SAm|1053.0|145.0|3.0|3.6|14.6|1267.0||1, 3, 13|7.0|7.0|5.0|4.0|0.0|Butcher (1961)|||
0920  1078|juncus_trifidus|Junc|Junc|Poal|N||n|-0.38|30.0||p||hc||h|0gr||1|4||0.0|>65|0.0|<45||177.0|0.0|0.0|1.0|11.5|2162.0||15|8.0|5.0|2.0|2.0|0.0|Stace (1991)|||
0920  1079|juncus_triglumis|Junc|Junc|Poal|N||n|-0.38|20.0||p||hc||h|0gr||1|6||0.0|>65|0.0|<45||200.0|0.0|0.0|0.9|11.8|2085.0||11, 16|8.0|9.0|6.0|2.0|0.0|Stace (1991);  Butcher (1961)|||
0920  1080|juniperus_communis|Cupr|Cupr|Pina|N||n|-0.42|500.0||p||Ph|Ch|w|0||5|6||0.0|>65|0.0|<45||1020.0|145.0|0.0|2.8|13.4|1380.0||7, 10, 15, 16|8.0|5.0|5.0|3.0|0.0|As TMAXHT;  floras give higher|The upper size is a tree size;  prostrate forms are chamaephytes.||
0920  1082|kickxia_elatine|Scro|Plan|Lami|AR|||-0.18|25.0||a||Th||h|0||8|3|||||||911.0|41.0|11.0|4.1|16.0|813.0||4|7.0|4.0|6.0|5.0|0.0|Same as K. spuria|||
0920  1083|kickxia_spuria|Scro|Plan|Lami|AR|||-0.07|25.0||a||Th||h|0||8|3|||||||622.0|0.0|2.0|3.9|16.2|737.0||4|7.0|4.0|7.0|5.0|0.0|Butcher (1961) - height, not length|||
0920  1084|knautia_arvensis|Dips|Dips|Dips|N||n|-0.88|100.0||p||hc||h|0||7|4||0.0|>65|0.0|<45||1707.0|478.0|4.0|3.8|15.2|919.0||6, 7|7.0|3.0|8.0|4.0|0.0|Stace (1997)|||
0920  1085|kobresia_simpliciuscula|Cype|Cype|Poal|N||r|0.58|20.0||p||hc||h|0gr||1|6||0.0|>65|0.0|<45||18.0|0.0|0.0|-0.1|11.5|2044.0||11, 15|8.0|8.0|8.0|1.0|0.0|Stace (1997)|||
0920  1087|koeleria_macrantha|Poac|Poac|Poal|N||n|-0.29|50.0||p||hc||h|0gr||7|6||1.0|55-60|0.0|<45||1250.0|266.0|7.0|3.7|14.7|989.0||7|8.0|4.0|7.0|2.0|0.0|average of CTW (1962) & Stace (1997)|||
0920  1088|koeleria_vallesiana|Poac|Poac|Poal|N||r||40.0||p||hc||h|0gr||8|2||1.0|50-55|0.0|<45||4.0|0.0|0.0|4.5|16.4|868.0||7|8.0|1.0|8.0|1.0|0.0|Stace (1997)|||
0920  1089|koenigia_islandica|Poly|Poly|Cary|N||r|0.12|6.0||a||Th||h|0||1|6||0.0|>65|1.0|55-60||6.0|0.0|0.0|3.4|12.5|2175.0||11, 16|8.0|9.0|6.0|1.0|0.0|Stace (1997)|||
0920  1091|laburnum_anagyroides|Faba|Faba|Faba|AN|||3.71|700.0||p||Ph||w|0|||||||||Eur|1119.0|42.0|1.0|3.4|15.2|884.0||3, 17|6.0|5.0|7.0|7.0|0.0|CTW (1962)|||
0920  1092|lactuca_saligna|Aste|Aste|Aste|N|EN|r|-1.51|75.0||a||Th||h|0||8|3||1.0|50-55|0.0|<45||36.0|0.0|0.0|4.0|16.7|601.0|Co|19|8.0|4.0|7.0|6.0|3.0|Stace (1997)|||
0920  1094|lactuca_serriola|Aste|Aste|Aste|AR|||2.7|200.0||a|b|hc||h|0||8|4|||||||985.0|3.0|4.0|3.7|16.1|741.0||3, 17|8.0|5.0|7.0|6.0|0.0|Stace (1997)|||
0920  1095|lactuca_virosa|Aste|Aste|Aste|N||n|1.16|200.0||b|a|hc||h|0||8|2||1.0|55-60|0.0|<45||650.0|3.0|0.0|3.6|16.0|693.0||3, 16|8.0|4.0|7.0|7.0|0.0|Stace (1997)|||
0920  1096|lagarosiphon_major|Hydr|Hydr|Alis|AN|||||300.0|p||Hy||h|Irreg|||||||||SAf|443.0|8.0|6.0|4.0|15.9|839.0||13|6.0|12.0|7.0|6.0|0.0|Stace (1997)|||
0920   862|lamiastrum_galeobdolon|Lami|Lami|Lami|N||n|1.07|60.0||p||Ch||h|Stol2||7|3||0.0|55-60|0.0|<45||1097.0|16.0|4.0|3.7|15.8|855.0||1|4.0|5.0|7.0|6.0|0.0|CTW (1962)|A chamaephyte;  the overwintering bits are mostly below 25 cm.||
0920  1098|lamium_album|Lami|Lami|Lami|AR|||-0.65|60.0||p||hc||h|Rhiz2||5|5|||||||1903.0|178.0|5.0|3.6|15.2|911.0||3, 17|7.0|5.0|7.0|8.0|0.0|CTW (1962)|||
0920  1099|lamium_amplexicaule|Lami|Lami|Lami|AR|||-0.22|30.0||a||Th||h|0||8|4|||||||1485.0|70.0|11.0|3.7|15.3|842.0||3, 4|7.0|4.0|7.0|6.0|0.0|Butcher (1961)|||
0920  1102|lamium_confertum|Lami|Lami|Lami|AR|||-0.4|25.0||a||Th||h|0||4|3|||||||397.0|51.0|0.0|3.5|13.5|1097.0||4|7.0|5.0|7.0|7.0|0.0|Butcher (1961)|||
0920  1100|lamium_hybridum|Lami|Lami|Lami|AR|||1.57|30.0||a||Th||h|0||7|3|||||||1150.0|234.0|11.0|3.9|15.3|877.0||4|7.0|5.0|7.0|6.0|0.0|Butcher (1961)|||
0920  1101|lamium_maculatum|Lami|Lami|Lami|AN||||35.0||p||hc||h|Node2||7|3|c|||||Eur|923.0|15.0|1.0|3.6|15.4|869.0||3, 17|5.0|6.0|7.0|8.0|0.0|Aeschimann & Burdet (1994);  measurement of garden plants conf. by MOH|||
0920  1103|lamium_purpureum|Lami|Lami|Lami|AR|||-1.09|30.0||a||Th||h|0||7|3|||||||2461.0|738.0|14.0|3.6|14.7|1027.0||3, 4, 17|6.0|5.0|7.0|7.0|0.0|Butcher (1961)|||
0920  1104|lapsana_communis|Aste|Aste|Aste|||n|-0.47|95.0||a||Th||h|0||7|3||0.0|>65|0.0|<45||2437.0|895.0|13.0|3.6|14.7|1059.0||3, 17|6.0|4.0|7.0|7.0|0.0|average of CTW (1962) and Stace (1997)|||
0920  1105|larix_decidua|Pina|Pina|Pina|AN|||2.91|4600.0||p||Ph||w|0|||||||||Eur|1940.0|252.0|2.0|3.3|14.7|1049.0||1, 2, 17|7.0|4.0|6.0|3.0|0.0|Stace (1991)|||
0920  2303|larix_decidua_x_kaempferi_(l._x_marschlinsii)|Pina|Pina|Pina|AN||||3000.0||p||Ph||w|0|||||||||Gard|780.0|25.0|0.0|3.2|14.6|1134.0||2, 17|7.0|6.0|5.0|3.0|0.0|Stace (1991)|||
0920  2302|larix_kaempferi|Pina|Pina|Pina|AN||||3700.0||p||Ph||w|0|||||||||As2|774.0|33.0|0.0|3.3|14.6|1133.0||2, 17|7.0|6.0|5.0|3.0|0.0|Stace (1991)|||
0920  1107|lathraea_squamaria|Orob|Orob|Lami|N||n|-0.36|30.0||p||Gn||h|0||7|3||0.0|60-65|0.0|<45||634.0|120.0|0.0|3.3|15.0|955.0||1, 3|3.0|6.0|7.0|6.0|0.0|Stace (1997)|||
0920  1108|lathyrus_aphaca|Faba|Faba|Faba|||s|-1.38|60.0||a||Th||h|0||9|2||1.0|50-55|0.0|<45||174.0|0.0|3.0|4.0|16.4|718.0||4, 7|7.0|3.0|8.0|4.0|0.0|Flora Iberica|||
0920  1110|lathyrus_japonicus|Faba|Faba|Faba|N||s|-0.32|20.0||p||Gn||h|0||2|3||0.0|>65|0.0|<45||64.0|12.0|1.0|4.7|15.7|886.0|Co|19|9.0|5.0|7.0|6.0|3.0|estimated canopy height (MOH)|geoo (Biol Flora, 1963)|A rhizomatous geophyte that does not spread clonally (Biol. Flora, 1963)|
0920  1111|lathyrus_latifolius|Faba|Faba|Faba|AN||||300.0||p||hc||h|Rhiz1||8|3||||||Eur|762.0|9.0|11.0|3.9|16.0|782.0||3, 18|7.0|4.0|8.0|3.0|0.0|Stace (1991)|MOH suspects that it is geophyte|Clonal spread short by distance 'phalanx' (J. Ecol. 80: 555-565 1992)|
0920  1112|lathyrus_linifolius|Faba|Faba|Faba|N||n|-0.93|40.0||p||Gn||h|Rhiz2||7|3||0.0|>65|0.0|<45||1962.0|538.0|0.0|3.3|14.2|1172.0||8, 16|6.0|5.0|4.0|3.0|0.0|Stace (1991)|geoo (Aesch & Burdet, 1994)|Rhizome system is tuberous|
0920  1114|lathyrus_nissolia|Faba|Faba|Faba|N||n|0.54|75.0||a||Th||h|0||7|3||1.0|50-55|0.0|<45||567.0|0.0|1.0|3.9|16.3|742.0||3, 6, 7|8.0|6.0|7.0|6.0|0.0|Butcher (1961)|||
0920  1115|lathyrus_palustris|Faba|Faba|Faba|N||s|0.23|120.0||p||hc||h|Rhiz2||5|6||0.0|>65|0.0|<45||57.0|36.0|0.0|3.9|15.4|823.0||11|7.0|9.0|7.0|4.0|0.0|Stace (1991)|MOH suspects that it is geophyte|Extent of underground spread needs checking|
0920  1116|lathyrus_pratensis|Faba|Faba|Faba|N||n|-0.17|80.0||p||hc||h|Rhiz2||5|4||0.0|>65|0.0|<45||2636.0|943.0|10.0|3.6|14.5|1079.0||6|7.0|6.0|6.0|5.0|0.0|average of Butcher (1961) and Stace (1991)|MOH suspects that it is geophyte|Authors of CPE say rhizome can be 7 m long|
0920  1117|lathyrus_sylvestris|Faba|Faba|Faba|N||n|-0.36|200.0||p||hc||h|Rhiz1||7|3||0.0|60-65|0.0|<45||450.0|0.0|0.0|4.0|16.0|835.0||3|7.0|4.0|8.0|2.0|0.0|Stace (1991)|MOH suspects that it is geophyte|Clonal spread short by distance 'phalanx' (J. Ecol. 80: 555-565 1992)|
0920  1118|lathyrus_tuberosus|Faba|Faba|Faba|AN|||-0.99|120.0||p||Gn||h|Rhiz2||7|4|c|||||Eur, As1|186.0|1.0|0.0|3.8|16.0|776.0||3|6.0|5.0|7.0|6.0|0.0|Stace (1991)|geoo (Aesch & Burdet, 1994)|Clonal in Clopla1; signified as a geophyte by Aeschiman & Burdet (1994)|
0920  2427|laurus_nobilis|Laur|Laur|Laur|AN||||600.0||p||Ph||w|0||0|3||||||Eur|193.0|17.0|8.0|4.7|16.0|942.0||3, 17, 18, 19|6.0|5.0|7.0|6.0|0.0|"Guess by MOH (Stace (1991)  ""exceptionally to 18 m"")"|||
0920  1119|malva_arborea|Malv|Malv|Malv|N||n|1.2|300.0||b||Pn||w|0||9|1||1.0|55-60|0.0|<45||188.0|72.0|13.0|5.4|15.5|1023.0|Co|18|9.0|6.0|7.0|8.0|3.0|Stace (1991)|Not classified as phmm as it does not reach full size till its final season||
0920  1120|malva_pseudolavatera|Malv|Malv|Malv|AN|||0.15|100.0||a||Th||h|0||9|1||||||Eur|31.0|1.0|10.0|5.2|16.1|875.0||3, 4, 16|9.0|4.0|5.0|5.0|0.0|Stace (1997)|||
0920  1123|leersia_oryzoides|Poac|Poac|Poal|N|EN|r|-0.4|90.0||p||hc||h|Rhiz2||7|3||0.0|60-65|0.0|<45||21.0|0.0|0.0|4.2|16.5|766.0||13|8.0|9.0|8.0|7.0|0.0|average of CTW (1962) & Stace (1997)|||
0920  1124|legousia_hybrida|Camp|Camp|Aste|AR|||-0.6|30.0||a||Th||h|0||8|3|||||||552.0|0.0|0.0|3.7|16.1|717.0||4|7.0|4.0|7.0|4.0|0.0|Stace (1997)|||
0920  1125|lemna_gibba|Lemn|Arac|Alis|N||n|0.07||0.5|p||Hy||h|Frag||8|3||0.0|60-65|0.0|<45||636.0|54.0|2.0|3.8|16.0|739.0||13|7.0|11.0|7.0|8.0|1.0|CTW (1962)|||
0920  1126|lemna_minor|Lemn|Arac|Alis|N||n|0.6||0.4|p||Hy||h|Frag||8|6||0.0|>65|0.0|<45||2168.0|799.0|10.0|3.7|14.9|986.0||11, 13|7.0|11.0|7.0|6.0|0.0|CTW (1962)|||
0920  2300|lemna_minuta|Lemn|Arac|Alis|AN|||||0.3|p||Hy||h|Frag|||||||||Am, SAm|540.0|5.0|8.0|4.1|16.1|787.0||13, 14|7.0|11.0|7.0|7.0|0.0|Stace (1991) - mean of thickness and diam|||
0920  1128|lemna_trisulca|Lemn|Arac|Alis|N||n|-0.21||1.0|p||Hy||h|Frag||7|6||0.0|>65|0.0|<45||1156.0|369.0|8.0|3.8|15.5|832.0||11, 13|7.0|12.0|7.0|5.0|0.0|CTW (1962)|||
0920  1129|leontodon_autumnalis|Aste|Aste|Aste|N||n|1.33|60.0||p||hc||h|0||5|3||0.0|>65|0.0|<45||2771.0|942.0|13.0|3.5|14.4|1103.0||6|8.0|6.0|6.0|4.0|1.0|Stace (1997)|||
0920  1130|leontodon_hispidus|Aste|Aste|Aste|N||n|-0.59|35.0||p||hc||h|0||7|3||0.0|>65|0.0|<45||1702.0|267.0|3.0|3.6|15.2|918.0||7|8.0|4.0|7.0|3.0|0.0|Sell (draft) - leaf length|||
0920  1131|leontodon_saxatilis|Aste|Aste|Aste|N||n|0.21|20.0||p||hc||h|0||8|2||1.0|55-60|0.0|<45||1586.0|618.0|12.0|4.0|15.3|960.0||7|8.0|5.0|6.0|3.0|0.0|Sell (draft) - leaf length|||
0920  1133|lepidium_campestre|Bras|Bras|Bras|AR|||-0.7|40.0||a||Th||h|0||7|3|||||||886.0|26.0|1.0|3.8|15.8|801.0||3, 4, 17|7.0|4.0|7.0|6.0|0.0|Rich (1991)|||
0920   333|lepidium_draba|Bras|Bras|Bras|AN|||0.06|60.0||p||hc||h|Rhiz2|||||||||Eur|1158.0|39.0|9.0|3.8|15.7|786.0||3, 19, 21|8.0|4.0|8.0|6.0|1.0|Rich (1991)|treat as a hemicryptophyte with spreading rhizome||
0920  1139|lepidium_heterophyllum|Bras|Bras|Bras|N||n|-0.51|50.0||b|p|hc||h|0||8|1||1.0|55-60|0.0|<45||1133.0|296.0|11.0|3.8|14.7|1074.0||3|7.0|4.0|5.0|4.0|0.0|Rich (1991)|||
0920  1135|lepidium_latifolium|Bras|Bras|Bras|N||s|1.23|120.0||p||hc||h|Rhiz2||8|4||0.0|55-60|0.0|<45||67.0|0.0|4.0|4.1|16.6|629.0||6|8.0|5.0|7.0|8.0|3.0|Rich (1991)|||
0920  1137|lepidium_ruderale|Bras|Bras|Bras|AR|||-0.04|40.0||a||Th||h|0||7|4|||||||545.0|7.0|4.0|3.9|16.0|757.0||3, 17|9.0|4.0|7.0|7.0|0.0|Rich (1991)|||
0920  2621|leucanthemum_lacustre_x_maximum_(l._x_superbum)|Aste|Aste|Aste|AN||||120.0||p||hc||h|Rhiz1|||||||||Gard|813.0|8.0|3.0|3.9|15.5|890.0||3, 16, 17|7.0|4.0|7.0|5.0|0.0|Stace (1991)||clonaility is much like that of an American aster, but slow|
0920   502|leucanthemum_vulgare|Aste|Aste|Aste|N||n|-1.14|75.0||p||hc||h|Rhiz1||5|4||0.0|>65|0.0|<45||2532.0|916.0|13.0|3.6|14.6|1074.0||6, 7|8.0|4.0|7.0|4.0|0.0|Stace (1991)||sometimes forms clones but often rather short-lived|
0920  1140|leucojum_aestivum|Lili|Amar|Aspa|N||s|2.42|60.0||p||Gb||h|0tb||8|3||1.0|50-55|0.0|<45||26.0|14.0|0.0|4.3|15.9|811.0||1, 6|7.0|9.0|7.0|8.0|0.0|Stace (1997)|||
0920  1141|leucojum_vernum|Lili|Amar|Aspa|AN|||1.23|30.0||p||Gb||h|0tb||7|3|c|||||Eur|67.0|1.0|0.0|3.5|15.4|894.0||1|6.0|6.0|7.0|6.0|0.0|average of CTW (1962) & Stace (1997)|||
0920  1142|leycesteria_formosa|Capr|Capr|Dips|AN||||200.0||p||Pn||w|0|||||||||As1|418.0|133.0|6.0|4.3|15.4|1027.0||1, 3, 17|6.0|5.0|7.0|6.0|0.0|Stace (1991)|||
0920   682|leymus_arenarius|Poac|Poac|Poal|N||n|0.27|150.0||p||hc||h|Rhiz2||2|3||0.0|>65|0.0|45-50||430.0|70.0|1.0|4.0|14.3|998.0|Co|19|9.0|5.0|7.0|6.0|3.0|Stace (1991)|||
0920  1143|ligusticum_scoticum|Apia|Apia|Apia|N||n|-0.29|60.0||p||hc||h|0||2|3||0.0|>65|1.0|50-55||393.0|28.0|0.0|3.8|13.0|1293.0|Co|18|8.0|6.0|7.0|5.0|3.0|Stace (1997)|||
0920  2250|ligustrum_ovalifolium|Olea|Olea|Lami|AN||||400.0||p||Ph||w|0|||||||||As2|1265.0|248.0|10.0|3.9|15.4|928.0||3, 17|7.0|5.0|7.0|8.0|0.0|L. vulgare + 1 m|||
0920  1144|ligustrum_vulgare|Olea|Olea|Lami|N||n|-0.69|300.0||p||Pn|Ph|w|0|Node1|7|3||0.0|60-65|0.0|<45||1511.0|0.0|10.0|3.7|15.7|865.0||1, 3|6.0|5.0|7.0|5.0|0.0|Stace (1991)|||
0920  1145|lilium_martagon|Lili|Lili|Lili|AN|||0.83|100.0||p||Gb||h|0||7|4||||||Eur, As1|302.0|1.0|0.0|3.2|15.2|874.0||1, 17|3.0|4.0|7.0|6.0|0.0|CTW (1962)|||
0920  1150|limonium_auriculae_ursifolium|Plum|Plum|Cary|N||o||30.0||p||hc||h|0||8|1||1.0|45-50|0.0|<45||0.0|0.0|2.0|6.1|16.7|891.0||18|9.0|4.0|6.0|3.0|4.0|Stace (1997)|||
0920  1147|limonium_bellidifolium|Plum|Plum|Cary|N||r|0.01|30.0||p||hc||h|0||8|4||1.0|50-55|0.0|<45||14.0|0.0|0.0|3.6|16.0|603.0|Co|19, 21|9.0|8.0|8.0|5.0|5.0|Stace (1997)|||
0920  2532|limonium_binervosum_agg|Plum|Plum|Cary|N||r||50.0||p||hc||h|0||7|1||1.0|50-55|0.0|<45||21.0|0.0|9.0|4.7|16.4|727.0|Co|18, 19, 21|9.0|8.0|8.0|5.0|5.0|Stace (1997)|||
0920  1148|limonium_binervosum_agg.|Plum|Plum|Cary|N||n|0.16|30.0||p||hc||h|0||7|1|||||||163.0|40.0|9.0|5.1|15.7|963.0|Co|18, 21|9.0|4.0|7.0|3.0|4.0|Stace (1997)|||
0920  2533|limonium_britannicum|Plum|Plum|Cary|NE||s||30.0||p||hc||h|0||7|1|||||||23.0|0.0|0.0|5.4|15.7|1004.0|Co|18, 19, 21|9.0|4.0|7.0|5.0|4.0|Stace (1997)|||
0920  2534|limonium_dodartiforme|Plum|Plum|Cary|NE|VU|r||40.0||p||hc||h|0||7|1|||||||8.0|0.0|0.0|5.0|16.1|865.0|Co|18|9.0|3.0|7.0|3.0|4.0|Stace (1997)|||
0920  1149|limonium_humile|Plum|Plum|Cary|N||s|0.05|40.0||p||hc||h|0||7|1||0.0|55-60|0.0|45-50||82.0|118.0|0.0|4.7|15.2|1012.0|Co|21|9.0|8.0|7.0|5.0|6.0|Stace (1997)|||
0920  2535|limonium_loganicum|Plum|Plum|Cary|NE|VU|r||35.0||p||hc||h|0||7|1|||||||1.0|0.0|0.0|6.7|15.7|1165.0|Co|18|9.0|3.0|4.0|3.0|4.0|Stace (1997)|||
